timestamp_ns,symbol,bid_price,ask_price,bid_size,ask_size
1776259800000000000,SPY_DEMO_SYNTHETIC,499.945200,500.055200,24.000000,5.000000
1776259800010000000,SPY_DEMO_SYNTHETIC,499.945403,500.055403,25.000000,6.000000
1776259800020000000,SPY_DEMO_SYNTHETIC,499.945609,500.055609,26.000000,7.000000
1776259800030000000,SPY_DEMO_SYNTHETIC,499.945818,500.055818,27.000000,5.000000
1776259800040000000,SPY_DEMO_SYNTHETIC,499.946029,500.056029,28.000000,6.000000
1776259800050000000,SPY_DEMO_SYNTHETIC,499.946244,500.056244,29.000000,7.000000
1776259800060000000,SPY_DEMO_SYNTHETIC,499.946461,500.056461,30.000000,5.000000
1776259800070000000,SPY_DEMO_SYNTHETIC,499.946681,500.056681,24.000000,6.000000
1776259800080000000,SPY_DEMO_SYNTHETIC,499.946904,500.056904,25.000000,7.000000
1776259800090000000,SPY_DEMO_SYNTHETIC,499.947129,500.057129,26.000000,5.000000
1776259800100000000,SPY_DEMO_SYNTHETIC,499.947357,500.057357,27.000000,6.000000
1776259800110000000,SPY_DEMO_SYNTHETIC,499.947587,500.057587,28.000000,7.000000
1776259800120000000,SPY_DEMO_SYNTHETIC,499.947819,500.057819,29.000000,5.000000
1776259800130000000,SPY_DEMO_SYNTHETIC,499.948054,500.058054,30.000000,6.000000
1776259800140000000,SPY_DEMO_SYNTHETIC,499.948291,500.058291,24.000000,7.000000
1776259800150000000,SPY_DEMO_SYNTHETIC,499.948529,500.058529,25.000000,5.000000
1776259800160000000,SPY_DEMO_SYNTHETIC,499.948770,500.058770,26.000000,6.000000
1776259800170000000,SPY_DEMO_SYNTHETIC,499.949012,500.059012,27.000000,7.000000
1776259800180000000,SPY_DEMO_SYNTHETIC,499.949255,500.059255,28.000000,5.000000
1776259800190000000,SPY_DEMO_SYNTHETIC,499.949500,500.059500,29.000000,6.000000
1776259800200000000,SPY_DEMO_SYNTHETIC,499.949746,500.059746,30.000000,7.000000
1776259800210000000,SPY_DEMO_SYNTHETIC,499.949994,500.059994,24.000000,5.000000
1776259800220000000,SPY_DEMO_SYNTHETIC,499.950242,500.060242,25.000000,6.000000
1776259800230000000,SPY_DEMO_SYNTHETIC,499.950491,500.060491,26.000000,7.000000
1776259800240000000,SPY_DEMO_SYNTHETIC,499.950740,500.060740,27.000000,5.000000
1776259800250000000,SPY_DEMO_SYNTHETIC,499.950990,500.060990,28.000000,6.000000
1776259800260000000,SPY_DEMO_SYNTHETIC,499.951240,500.061240,29.000000,7.000000
1776259800270000000,SPY_DEMO_SYNTHETIC,499.951490,500.061490,30.000000,5.000000
1776259800280000000,SPY_DEMO_SYNTHETIC,499.951739,500.061739,24.000000,6.000000
1776259800290000000,SPY_DEMO_SYNTHETIC,499.951989,500.061989,25.000000,7.000000
1776259800300000000,SPY_DEMO_SYNTHETIC,499.952238,500.062238,26.000000,5.000000
1776259800310000000,SPY_DEMO_SYNTHETIC,499.952486,500.062486,27.000000,6.000000
1776259800320000000,SPY_DEMO_SYNTHETIC,499.952734,500.062734,28.000000,7.000000
1776259800330000000,SPY_DEMO_SYNTHETIC,499.952981,500.062981,29.000000,5.000000
1776259800340000000,SPY_DEMO_SYNTHETIC,499.953226,500.063226,30.000000,6.000000
1776259800350000000,SPY_DEMO_SYNTHETIC,499.953470,500.063470,24.000000,7.000000
1776259800360000000,SPY_DEMO_SYNTHETIC,499.953713,500.063713,25.000000,5.000000
1776259800370000000,SPY_DEMO_SYNTHETIC,499.953954,500.063954,26.000000,6.000000
1776259800380000000,SPY_DEMO_SYNTHETIC,499.954193,500.064193,27.000000,7.000000
1776259800390000000,SPY_DEMO_SYNTHETIC,499.954431,500.064431,28.000000,5.000000
1776259800400000000,SPY_DEMO_SYNTHETIC,499.954666,500.064666,29.000000,6.000000
1776259800410000000,SPY_DEMO_SYNTHETIC,499.954900,500.064900,30.000000,7.000000
1776259800420000000,SPY_DEMO_SYNTHETIC,499.955131,500.065131,24.000000,5.000000
1776259800430000000,SPY_DEMO_SYNTHETIC,499.955360,500.065360,25.000000,6.000000
1776259800440000000,SPY_DEMO_SYNTHETIC,499.955586,500.065586,26.000000,7.000000
1776259800450000000,SPY_DEMO_SYNTHETIC,499.955810,500.065810,27.000000,5.000000
1776259800460000000,SPY_DEMO_SYNTHETIC,499.956031,500.066031,28.000000,6.000000
1776259800470000000,SPY_DEMO_SYNTHETIC,499.956249,500.066249,29.000000,7.000000
1776259800480000000,SPY_DEMO_SYNTHETIC,499.956465,500.066465,30.000000,5.000000
1776259800490000000,SPY_DEMO_SYNTHETIC,499.956678,500.066678,24.000000,6.000000
1776259800500000000,SPY_DEMO_SYNTHETIC,499.956887,500.066887,25.000000,7.000000
1776259800510000000,SPY_DEMO_SYNTHETIC,499.957095,500.067095,26.000000,5.000000
1776259800520000000,SPY_DEMO_SYNTHETIC,499.957299,500.067299,27.000000,6.000000
1776259800530000000,SPY_DEMO_SYNTHETIC,499.957500,500.067500,28.000000,7.000000
1776259800540000000,SPY_DEMO_SYNTHETIC,499.957698,500.067698,29.000000,5.000000
1776259800550000000,SPY_DEMO_SYNTHETIC,499.957893,500.067893,30.000000,6.000000
1776259800560000000,SPY_DEMO_SYNTHETIC,499.958086,500.068086,24.000000,7.000000
1776259800570000000,SPY_DEMO_SYNTHETIC,499.958275,500.068275,25.000000,5.000000
1776259800580000000,SPY_DEMO_SYNTHETIC,499.958462,500.068462,26.000000,6.000000
1776259800590000000,SPY_DEMO_SYNTHETIC,499.958646,500.068646,27.000000,7.000000
1776259800600000000,SPY_DEMO_SYNTHETIC,499.958827,500.068827,28.000000,5.000000
1776259800610000000,SPY_DEMO_SYNTHETIC,499.959005,500.069005,29.000000,6.000000
1776259800620000000,SPY_DEMO_SYNTHETIC,499.959181,500.069181,30.000000,7.000000
1776259800630000000,SPY_DEMO_SYNTHETIC,499.959354,500.069354,24.000000,5.000000
1776259800640000000,SPY_DEMO_SYNTHETIC,499.959525,500.069525,25.000000,6.000000
1776259800650000000,SPY_DEMO_SYNTHETIC,499.959694,500.069694,26.000000,7.000000
1776259800660000000,SPY_DEMO_SYNTHETIC,499.959860,500.069860,27.000000,5.000000
1776259800670000000,SPY_DEMO_SYNTHETIC,499.960024,500.070024,28.000000,6.000000
1776259800680000000,SPY_DEMO_SYNTHETIC,499.960186,500.070186,29.000000,7.000000
1776259800690000000,SPY_DEMO_SYNTHETIC,499.960347,500.070347,30.000000,5.000000
1776259800700000000,SPY_DEMO_SYNTHETIC,499.960505,500.070505,24.000000,6.000000
1776259800710000000,SPY_DEMO_SYNTHETIC,499.960662,500.070662,25.000000,7.000000
1776259800720000000,SPY_DEMO_SYNTHETIC,499.960818,500.070818,26.000000,5.000000
1776259800730000000,SPY_DEMO_SYNTHETIC,499.960972,500.070972,27.000000,6.000000
1776259800740000000,SPY_DEMO_SYNTHETIC,499.961125,500.071125,28.000000,7.000000
1776259800750000000,SPY_DEMO_SYNTHETIC,499.961278,500.071278,29.000000,5.000000
1776259800760000000,SPY_DEMO_SYNTHETIC,499.961429,500.071429,30.000000,6.000000
1776259800770000000,SPY_DEMO_SYNTHETIC,499.961580,500.071580,24.000000,7.000000
1776259800780000000,SPY_DEMO_SYNTHETIC,499.961730,500.071730,25.000000,5.000000
1776259800790000000,SPY_DEMO_SYNTHETIC,499.961880,500.071880,26.000000,6.000000
1776259800800000000,SPY_DEMO_SYNTHETIC,499.962030,500.072030,27.000000,7.000000
1776259800810000000,SPY_DEMO_SYNTHETIC,499.962180,500.072180,28.000000,5.000000
1776259800820000000,SPY_DEMO_SYNTHETIC,499.962331,500.072331,29.000000,6.000000
1776259800830000000,SPY_DEMO_SYNTHETIC,499.962481,500.072481,30.000000,7.000000
1776259800840000000,SPY_DEMO_SYNTHETIC,499.962633,500.072633,24.000000,5.000000
1776259800850000000,SPY_DEMO_SYNTHETIC,499.962785,500.072785,25.000000,6.000000
1776259800860000000,SPY_DEMO_SYNTHETIC,499.962938,500.072938,26.000000,7.000000
1776259800870000000,SPY_DEMO_SYNTHETIC,499.963092,500.073092,27.000000,5.000000
1776259800880000000,SPY_DEMO_SYNTHETIC,499.963247,500.073247,28.000000,6.000000
1776259800890000000,SPY_DEMO_SYNTHETIC,499.963404,500.073404,29.000000,7.000000
1776259800900000000,SPY_DEMO_SYNTHETIC,499.963562,500.073562,30.000000,5.000000
1776259800910000000,SPY_DEMO_SYNTHETIC,499.963722,500.073722,24.000000,6.000000
